Model,Price,Brand,Mileage,Year,Fuel
Aqua,4100000,Toyota,120000,2015,Hybrid
Every Wagon,1850000,Suzuki,153000,2016,Petrol
Pajero Mini,1100000,Mitsubishi,203000,1995,Petrol
N Box,2250000,Honda,61000,2014,Petrol
Cultus VXL,2745000,Suzuki,1,2019,Petrol
Prius,3435000,Toyota,90000,2010,Petrol
Dayz,2290000,Nissan,100965,2016,Petrol
Terios Kid,1430000,Daihatsu,96000,2002,Petrol
Corolla GLI,5400000,Toyota,29900,2020,Petrol
Corolla GLI,3500000,Toyota,7100,2013,Petrol
Prado,5500000,Toyota,184000,1997,Diesel
Vezel,4650000,Honda,165000,2016,Hybrid
Cultus VXR,1380000,Suzuki,93370,2013,Petrol
E Class,3650000,Mercedes,105000,2004,Petrol
S Class,4600000,Mercedes,35000,2004,Petrol
Cultus VXL,785000,Suzuki,123456,2007,Petrol
Aqua,3600000,Toyota,121000,2016,Hybrid
Swift,4280000,Suzuki,80,2016,Petrol
Hilux,6500000,Toyota,12345,2010,Diesel
Corolla GLI,3680000,Toyota,180000,2016,Petrol
Rexton,2550000,Ssangyong,96500,2006,Diesel
Sunny,1235000,Nissan,150,2006,Petrol
Fortuner G,15000000,Toyota,10500,2022,Petrol
Other,2400000,Toyota,170000,2008,Petrol
Civic VTi Oriel Prosmatec,5900000,Honda,26500,2019,Petrol
Prius,4700000,Toyota,113000,2013,Petrol
Civic VTi Oriel Prosmatec,4400000,Honda,90000,2016,Petrol
Civic Prosmetic,1330000,Honda,123459,2004,Petrol
Civic VTi Oriel Prosmatec,5360000,Honda,73000,2019,Petrol
Mehran VXR,450000,Suzuki,55000,2003,Petrol
Civic VTi Oriel,3300000,Honda,95300,2011,Petrol
Cultus VXR,1400000,Suzuki,52000,2015,Petrol
2008 Allure,7190000,Peugeot,57000,2022,Petrol
C-HR,7450000,Toyota,53000,2017,Hybrid
Wagon R,1850000,Suzuki,45000,2018,Petrol
Yaris,4850000,Toyota,22000,2020,Petrol
Corolla GLI,2550000,Toyota,149000,2012,Petrol
Fortuner V,7300000,Toyota,88000,2014,Petrol
Cuore,810000,Daihatsu,100000,2007,Petrol
Yaris,4500000,Toyota,45000,2021,Petrol
Civic VTi Oriel Prosmatec,5900000,Honda,26500,2019,Petrol
Aqua,3175000,Toyota,95000,2014,Hybrid
Rexton,2550000,Ssangyong,96500,2006,Diesel
Swift,650000,Suzuki,250000,1988,Petrol
City IDSI,1850000,Honda,150000,2008,Petrol
Civic EXi,900000,Honda,1,2001,Petrol
Mehran VXR,387500,Suzuki,55000,1998,Petrol
Vitz,2150000,Toyota,150000,2012,Petrol
City IVTEC,2400000,Honda,103000,2011,Petrol
Axela,2200000,Mazda,120000,2014,Petrol
Mira,1885000,Daihatsu,104000,2012,Petrol
Wagon R,1950000,Suzuki,100000,2007,Petrol
Cultus VXL,785000,Suzuki,123456,2007,Petrol
M 151,1500000,Jeep,12000,1988,Petrol
Swift,4575000,Suzuki,30000,2022,Petrol
City IVTEC,1830000,Honda,70000,2007,Petrol
City Aspire,3040000,Honda,160000,2016,Petrol
Vitz,3800000,Toyota,80000,2021,Petrol
Passo,2950000,Toyota,70000,2015,Petrol
Cuore,820000,Daihatsu,120000,2006,Petrol
Move,2290000,Daihatsu,106000,2017,Petrol
Titan,10500000,Nissan,56000,2012,Petrol
Glory 580,5700000,DFSK,9000,2021,Petrol
Swift,4575000,Suzuki,30000,2022,Petrol
City Aspire,5100000,Honda,28000,2022,Petrol
City IVTEC,2265000,Honda,100000,2009,Petrol
Civic Standard,5950000,Honda,54200,2018,Petrol
Alsvin,4200000,Changan,22000,2021,Petrol
Karvaan,2260000,Changan,75000,2021,Petrol
Altis Grande,5150000,Toyota,51000,2019,Petrol
City IVTEC,4050000,Honda,42800,2020,Petrol
Yaris,5200000,Toyota,18000,2020,Petrol
Wagon R,1950000,Suzuki,100000,2007,Petrol
Minicab Bravo,1250000,Mitsubishi,99999,2008,Petrol
Corrolla Altis,4925000,Toyota,80000,2019,Petrol
Alto,1060000,Suzuki,205000,2005,Petrol
Corolla XLI,2495000,Toyota,85000,2009,Petrol
Wagon R,2200000,Suzuki,173000,2015,Petrol
Khyber,650000,Suzuki,288440,1992,Petrol
Civic VTi Oriel Prosmatec,5399000,Honda,92000,2018,Petrol
Cultus VXR,780000,Suzuki,163000,2007,Petrol
Civic VTi,1295000,Honda,117800,2003,Petrol
Alto,2325000,Suzuki,58000,2022,Petrol
City IDSI,1450000,Honda,122000,2004,Petrol
City IVTEC,4000000,Honda,38000,2019,Petrol
Civic VTi Oriel Prosmatec,1335000,Honda,207425,2002,Petrol
Alsvin,4350000,Changan,6065,2021,Petrol
Wagon R Stingray,2590000,Suzuki,45000,2015,Petrol
Cast,4075000,Daihatsu,7100,2022,Petrol
Terios Kid,1295000,Daihatsu,145278,2006,Petrol
Wagon R,1890000,Suzuki,91000,2017,Petrol
Yaris,4200000,Toyota,40000,2021,Petrol
Alto,1000000,Suzuki,146000,2010,Petrol
City IVTEC,1925000,Honda,95850,2010,Petrol
Baleno,1150000,Suzuki,25947,2005,Petrol
Civic VTi Oriel Prosmatec,3325000,Honda,98700,2014,Petrol
Mehran VX,700000,Suzuki,106800,2012,Petrol
Civic VTi Oriel Prosmatec,5850000,Honda,45000,2019,Petrol
Charade,225000,Daihatsu,99000,1985,Petrol
Wagon R,1850000,Suzuki,45000,2018,Petrol
Sportage,7050000,KIA,12950,2022,Petrol
Civic Oriel,6800000,Honda,32000,2021,Petrol
City Aspire,1230000,Honda,125000,2000,Petrol
Vitz,2750000,Toyota,130000,2013,Petrol
Civic VTi Oriel,6425000,Honda,66000,2020,Petrol
Wagon R,2250000,Suzuki,123000,2014,Petrol
Corolla GLI,2975000,Toyota,98000,2015,Petrol
Platz,1375000,Toyota,129000,2007,Petrol
Alsvin,4350000,Changan,6065,2021,Petrol
Cultus VXL,3170000,Suzuki,85200,2020,Petrol
Mehran VX,240000,Suzuki,123456,1994,Petrol
Wagon R,3250000,Suzuki,14090,2020,Petrol
Civic Standard,5950000,Honda,54200,2018,Petrol
Altis Grande,6950000,Toyota,25000,2021,Petrol
Corolla XLI,2175000,Toyota,88000,2012,Petrol
Every,1425000,Suzuki,300000,2009,Petrol
Cultus VXL,740000,Suzuki,100000,2004,Petrol
Alsvin,4200000,Changan,20000,2022,Petrol
Prius,4700000,Toyota,113000,2013,Petrol
Civic EXi,1215000,Honda,283000,2001,Petrol
Cultus VXR,1380000,Suzuki,93370,2013,Petrol
Corolla GLI,2195000,Toyota,270000,2011,Petrol
Alto,2680000,Suzuki,10000,2022,Petrol
Vitz,2575000,Toyota,94500,2011,Petrol
Corolla GLI,4325000,Toyota,57000,2020,Petrol
Alsvin,4200000,Changan,22000,2021,Petrol
Charade,225000,Daihatsu,25800,1995,Petrol
Swift,4280000,Suzuki,80,2016,Petrol
Insight,2500000,Honda,165000,2010,Hybrid
City Aspire,3600000,Honda,46000,2017,Petrol
Corolla GLI,2195000,Toyota,270000,2011,Petrol
Civic VTi Oriel Prosmatec,3325000,Honda,98700,2014,Petrol
Sunny,775000,Nissan,3000,1989,Petrol
Charade,225000,Daihatsu,25800,1995,Petrol
BR-V,5200000,Honda,56000,2018,Petrol
Lancer,1575000,Mitsubishi,121000,2005,Petrol
Picanto,3200000,KIA,44000,2021,Petrol
Premio,3725000,Toyota,119000,2007,Petrol
Liana,1150000,Suzuki,1,2007,Petrol
Hilux,12500000,Toyota,27500,2021,Diesel
Vitz,2000000,Toyota,120000,2007,Petrol
Corolla XLI,3200000,Toyota,64000,2018,Petrol
Corolla XLI,2450000,Toyota,123456,2015,Petrol
Vitz,3350000,Toyota,53965,2015,Petrol
Picanto,2500000,KIA,100000,2020,Petrol
Wagon R Stingray,1800000,Suzuki,129000,2015,Petrol
City Aspire,4150000,Honda,63000,2019,Petrol
Toppo,1200000,Mitsubishi,99999,2008,Petrol
Cultus VXR,2400000,Suzuki,62000,2020,Petrol
Charade,360000,Daihatsu,1,1988,Petrol
Corolla XE,1300000,Toyota,155000,2001,Petrol
Swift,2800000,Suzuki,69000,2019,Petrol
Mehran VXR,850000,Suzuki,100000,2013,Petrol
City IVTEC,2200000,Honda,160000,2010,Petrol
Corolla GLI,3650000,Toyota,75000,2017,Petrol
Sportage,7400000,KIA,27000,2022,Petrol
Pajero,1990000,Mitsubishi,160000,2012,Petrol
Cultus VXR,1140000,Suzuki,121000,2011,Petrol
Civic Oriel,4595000,Honda,102000,2017,Petrol
Civic VTi Oriel Prosmatec,3450000,Honda,125000,2013,Petrol
Ciaz,3780000,Suzuki,47000,2017,Petrol
Civic VTi,875000,Honda,60000,1996,Petrol
Cultus VXR,1580000,Suzuki,116300,2014,Petrol
Sunny,775000,Nissan,3000,1989,Petrol
Surf,3650000,Toyota,220000,1999,Petrol
ZS,5250000,MG,53000,2021,Petrol
Cultus VXR,1650000,Suzuki,33000,2016,Petrol
Altis Grande,5200000,Toyota,88000,2017,Petrol
Mehran VX,1030000,Suzuki,67000,2015,Petrol
Move,2290000,Daihatsu,106000,2017,Petrol
Corrolla Altis,3400000,Toyota,100000,2012,Petrol
City IVTEC,2469000,Honda,112000,2011,Petrol
BR-V,5025000,Honda,65000,2021,Petrol
Civic VTi Oriel Prosmatec,2100000,Honda,188000,2007,Petrol
Corrolla Altis,3600000,Toyota,55000,2022,Petrol
Civic Prosmetic,2055000,Honda,144000,2007,Petrol
Civic VTi Oriel Prosmatec,3850000,Honda,122000,2015,Petrol
Corolla XE,1735000,Toyota,200000,1994,Petrol
Alto,2095000,Suzuki,36000,2019,Petrol
Corolla GLI,2975000,Toyota,98000,2015,Petrol
Alto,2885000,Suzuki,10000,2022,Petrol
Corolla XLI,2150000,Toyota,1,2009,CNG
City IVTEC,4050000,Honda,42800,2020,Petrol
Swift,2995000,Suzuki,97000,2020,Petrol
Every Wagon,1850000,Suzuki,153000,2016,Petrol
Prius,4700000,Toyota,113000,2013,Petrol
Dayz Highway Star,2150000,Nissan,110000,2013,Petrol
Cuore,850000,Daihatsu,129000,2006,Petrol
Cultus VXL,740000,Suzuki,100000,2004,Petrol
Alto,2100000,Suzuki,46500,2019,Petrol
Prado,6200000,Toyota,147000,2001,Petrol
Corolla XLI,2175000,Toyota,88000,2012,Petrol
Fit,3200000,Honda,110000,2016,Petrol
City Aspire,4250000,Honda,85000,2020,Petrol
City IDSI,1380000,Honda,421408,2005,Petrol
Pearl,1430000,Prince,35000,2021,Petrol
Passo,3645000,Toyota,76000,2018,Petrol
Cultus VXL,3000000,Suzuki,55000,2019,Petrol
X-PV,1050000,FAW,60830,2018,Petrol
Dayz Highway Star,2150000,Nissan,110000,2013,Petrol
Corolla XLI,2660000,Toyota,188000,2014,Petrol
Dayz,2290000,Nissan,100965,2016,Petrol
City Aspire,5800000,Honda,7000,2023,Petrol
Corolla XLI,2150000,Toyota,1,2009,CNG
Hilux,4450000,Toyota,200321,2007,Diesel
Cast,4075000,Daihatsu,7100,2022,Petrol
Prius,4850000,Toyota,80000,2012,Petrol
Civic EXi,690000,Honda,123456,1998,Petrol
Civic Oriel,4750000,Honda,95000,2016,Petrol
City Aspire,3585000,Honda,117000,2017,Petrol
Yaris,4850000,Toyota,22000,2020,Petrol
City Aspire,5550000,Honda,29000,2022,Petrol
Elantra,6475000,Hyundai,14000,2021,Petrol
Corrolla Altis,5750000,Toyota,15800,2021,Petrol
Civic Prosmetic,3500000,Honda,75,2015,Petrol
Wagon R,1850000,Suzuki,150000,2017,Petrol
Cultus VXR,1400000,Suzuki,52000,2015,Petrol
City Aspire,4950000,Honda,18000,2021,Petrol
Ravi,720000,Suzuki,50000,1995,Petrol
City Aspire,4250000,Honda,85000,2020,Petrol
Khyber,650000,Suzuki,288440,1992,Petrol
Alto,2450000,Suzuki,43000,2021,Petrol
Axela,2200000,Mazda,120000,2014,Petrol
Passo,4000000,Toyota,78000,2019,Petrol
Alto,2350000,Suzuki,24500,2022,Petrol
Prius,4300000,Toyota,160000,2013,Hybrid
Corolla GLI,4200000,Toyota,52000,2019,Petrol
Pearl,1430000,Prince,35000,2021,Petrol
Mehran VXR,1020000,Suzuki,65000,2017,Petrol
Alto,2885000,Suzuki,10000,2022,Petrol
Cultus VXR,780000,Suzuki,163000,2007,Petrol
Elantra,5800000,Hyundai,93000,2021,Petrol
Altis Grande,6950000,Toyota,25000,2021,Petrol
Corolla GLI,4200000,Toyota,52000,2019,Petrol
Land Cruiser,19500000,Toyota,151000,2009,Petrol
Corrolla Altis,3250000,Toyota,108000,2013,Petrol
Wagon R,2770000,Suzuki,28000,2021,Petrol
Civic VTi Oriel Prosmatec,5399000,Honda,92000,2018,Petrol
Cuore,1250000,Daihatsu,85000,2008,Petrol
Cultus VXL,3000000,Suzuki,63500,2020,Petrol
City Aspire,3349000,Honda,71000,2017,Petrol
Mehran VXR,1150000,Suzuki,92000,2018,Petrol
Lancer,1575000,Mitsubishi,121000,2005,Petrol
Civic VTi Oriel Prosmatec,4150000,Honda,87000,2015,Petrol
Sportage,1490000,KIA,1234,2002,Petrol
Passo,3600000,Toyota,43000,2018,Petrol
Karvaan,2960000,Changan,10000,2021,Petrol
Fit,3200000,Honda,110000,2016,Petrol
C-HR,7450000,Toyota,53000,2017,Hybrid
Civic VTi Oriel Prosmatec,3450000,Honda,149000,2014,Petrol
Cultus VXL,850000,Suzuki,49000,2007,Petrol
City Aspire,3040000,Honda,160000,2016,Petrol
Ek Wagon,3000000,Mitsubishi,54000,2019,Petrol
Cultus VXL,1850000,Suzuki,30000,2015,Petrol
Vezel,5100000,Honda,87000,2015,Hybrid
Wagon R,2770000,Suzuki,28000,2021,Petrol
Carry,1250000,Suzuki,81000,2016,Petrol
Civic VTi Oriel Prosmatec,3400000,Honda,162000,2011,Petrol
City IVTEC,2725000,Honda,145000,2015,Petrol
Vitz,3900000,Toyota,82000,2017,Petrol
Mehran VXR,750000,Suzuki,77261,2010,CNG
Civic EXi,750000,Honda,150000,1994,Petrol
Wagon R,2175000,Suzuki,60000,2017,Petrol
2008 Allure,7190000,Peugeot,57000,2022,Petrol
Other,2400000,Honda,122000,2010,Petrol
Baleno,1150000,Suzuki,25947,2005,Petrol
Rexton,2550000,Ssangyong,96500,2006,Diesel
Carry,420000,Suzuki,1,1982,Petrol
Hijet,1390000,Daihatsu,119000,2013,Petrol
Land Cruiser,2550000,Toyota,135000,1992,Petrol
Civic VTi Oriel Prosmatec,5400000,Honda,75000,2018,Petrol
Corolla GLI,3500000,Toyota,7100,2013,Petrol
Corolla GLI,4660000,Toyota,50000,2020,Petrol
Karvaan,1800000,Changan,90000,2020,Petrol
Civic EXi,1450000,Honda,120000,2006,Petrol
Glory 580,5600000,DFSK,21000,2021,Petrol
Civic Oriel,6800000,Honda,32000,2021,Petrol
Yaris,4050000,Toyota,29000,2021,Petrol
Prado,5500000,Toyota,184000,1997,Diesel
Cultus VXR,1050000,Suzuki,65000,2011,Petrol
Surf,3650000,Toyota,220000,1999,Petrol
City IDSI,1450000,Honda,122000,2004,Petrol
Civic Prosmetic,2055000,Honda,144000,2007,Petrol
Alto,2480000,Suzuki,29800,2020,Petrol
Alto,2885000,Suzuki,10000,2022,Petrol
Corolla GLI,2195000,Toyota,190000,2010,Petrol
Wagon R,1890000,Suzuki,91000,2017,Petrol
Karvaan,2960000,Changan,10000,2021,Petrol
Vitz,3900000,Toyota,82000,2017,Petrol
Corolla GLI,2250000,Toyota,78600,2012,Petrol
X-PV,695000,FAW,90000,2014,Petrol
Cuore,1130000,Daihatsu,120000,2008,CNG
Wagon R,2250000,Suzuki,38000,2019,Petrol
Corolla Axio,4200000,Toyota,90000,2014,Hybrid
2008 Allure,7190000,Peugeot,57000,2022,Petrol
Corolla XLI,2150000,Toyota,96700,2013,Petrol
Corolla XLI,2500000,Toyota,240000,2013,Petrol
Civic Prosmetic,2800000,Honda,84500,2012,Petrol
Other,1465000,United,16000,2022,Petrol
Glory 580,6000000,DFSK,50000,2021,Petrol
Vitz,2750000,Toyota,130000,2013,Petrol
Cuore,650000,Daihatsu,200000,2004,Petrol
Alto,2970000,Suzuki,9000,2022,Petrol
Civic VTi Oriel Prosmatec,5360000,Honda,73000,2019,Petrol
Mehran VX,650000,Suzuki,38792,2007,Petrol
Wagon R,2220000,Suzuki,110000,2018,Petrol
Passo,2450000,Toyota,90000,2012,Petrol
Santro,880000,Hyundai,152880,2005,Petrol
Sonata,11300000,Hyundai,12750,2022,Petrol
Khyber,385000,Suzuki,100000,1999,Petrol
Civic VTi Oriel Prosmatec,4200000,Honda,213000,2015,Petrol
Lancer,1575000,Mitsubishi,121000,2005,Petrol
Civic VTi Oriel Prosmatec,3600000,Honda,93000,2015,Petrol
Civic EXi,1460000,Honda,178650,2001,Petrol
M 825,1650000,Jeep,12000,1986,Diesel
Corrolla Altis,2850000,Toyota,105000,2012,Petrol
Pajero,1990000,Mitsubishi,160000,2012,Petrol
Optra,1325000,Chevrolet,150000,2006,Petrol
City Aspire,5550000,Honda,29000,2022,Petrol
Smart,2500000,Mercedes,37000,2009,Petrol
Civic Oriel,5525000,Honda,89000,2019,Petrol
Other,1700000,Honda,200000,2008,Petrol
Civic VTi Oriel,4500000,Honda,78000,2017,Petrol
City IVTEC,4000000,Honda,38000,2019,Petrol
Civic VTi Oriel Prosmatec,1200000,Honda,200000,2005,Petrol
Civic VTi Oriel Prosmatec,4150000,Honda,87000,2015,Petrol
Every,2590000,Suzuki,137000,2018,Petrol
Cultus VXR,780000,Suzuki,163000,2007,Petrol
Alto,2300000,Suzuki,140000,2019,Petrol
Other,2100000,Toyota,200000,2005,Petrol
Civic VTi Oriel Prosmatec,5050000,Honda,67000,2017,Petrol
Cultus VXR,780000,Suzuki,163000,2007,Petrol
Passo,4000000,Toyota,65000,2019,Petrol
March,955000,Nissan,105000,2001,Petrol
Cultus VXL,740000,Suzuki,100000,2004,Petrol
Cuore,650000,Daihatsu,200000,2004,Petrol
City IVTEC,4000000,Honda,38000,2019,Petrol
Alto,2100000,Suzuki,46500,2019,Petrol
Civic Oriel,1700000,Honda,24323,1988,Petrol
Yaris,4050000,Toyota,29000,2021,Petrol
Civic VTi Oriel Prosmatec,2750000,Honda,107000,2012,Petrol
Hijet,2575000,Daihatsu,94000,2016,Petrol
Prius,9500000,Toyota,55000,2017,Hybrid
Baleno,680000,Suzuki,30000,2000,Petrol
Civic VTi Oriel,4500000,Honda,78000,2017,Petrol
Vitz,3800000,Toyota,80000,2021,Petrol
Civic Turbo 1.5,6500000,Honda,12345,2019,Petrol
Charade,450000,Daihatsu,100000,1986,Petrol
Corolla GLI,3985000,Toyota,76000,2017,Petrol
Alto,2450000,Suzuki,43000,2021,Petrol
Mira,1790000,Daihatsu,230000,2006,Petrol
Alto,2065000,Suzuki,46000,2019,Petrol
Civic Oriel,5300000,Honda,65000,2017,Petrol
Khyber,385000,Suzuki,100000,1999,Petrol
Corolla GLI,2195000,Toyota,270000,2011,Petrol
Corolla XLI,2175000,Toyota,88000,2012,Petrol
Alto,2450000,Suzuki,43000,2021,Petrol
Surf,3995000,Toyota,154000,1999,Petrol
Corolla GLI,3895000,Toyota,96700,2015,Petrol
Passo,3600000,Toyota,43000,2018,Petrol
Alto,2095000,Suzuki,36000,2019,Petrol
Swift,2600000,Suzuki,68000,2016,Petrol
Bolan,1455000,Suzuki,68000,2018,Petrol
City Aspire,3585000,Honda,117000,2017,Petrol
Wagon R,2275000,Suzuki,178000,2017,Petrol
Mehran VXR,1060000,Suzuki,88000,2019,Petrol
Civic EXi,1550000,Honda,265223,2001,Petrol
Every,2295000,Suzuki,52000,2017,Petrol
Mira,1790000,Daihatsu,230000,2006,Petrol
Rush,3300000,Toyota,185000,2010,Petrol
City IVTEC,3875000,Honda,19000,2019,Petrol
Wagon R,1850000,Suzuki,150000,2017,Petrol
N One,2345000,Honda,95000,2016,Petrol
City IVTEC,2469000,Honda,112000,2011,Petrol
Swift,2670000,Suzuki,62000,2018,Petrol
Santro,815000,Hyundai,50000,2003,Petrol
Bolan,1775000,Suzuki,18000,2021,Petrol
Cultus VXL,785000,Suzuki,123456,2007,Petrol
Cultus VXL,2185000,Suzuki,80000,2017,Petrol
Cultus VXR,1580000,Suzuki,116300,2014,Petrol
Cuore,1250000,Daihatsu,85000,2008,Petrol
Cultus VXR,1550000,Suzuki,171000,2014,Petrol
Civic VTi Oriel,1230000,Honda,135000,2006,Petrol
Cultus VXL,785000,Suzuki,123456,2007,Petrol
City IVTEC,2550000,Honda,112000,2015,Petrol
Prius,3200000,Toyota,180000,2010,Hybrid
Alto,2350000,Suzuki,116300,2015,Petrol
Cultus VXL,850000,Suzuki,49000,2007,Petrol
Mehran VXR,670000,Suzuki,66000,2005,Petrol
Mehran VX,1030000,Suzuki,67000,2015,Petrol
Civic VTi Oriel,4500000,Honda,78000,2017,Petrol
Other,1700000,Honda,200000,2008,Petrol
Civic VTi Oriel Prosmatec,6365000,Honda,97582,2020,Petrol
Alto,2450000,Suzuki,43000,2021,Petrol
Glory 580,5590000,DFSK,21632,2022,Petrol
Cultus VXR,1380000,Suzuki,93370,2013,Petrol
Cultus VXR,2095000,Suzuki,76000,2017,Petrol
Corolla XLI,2660000,Toyota,188000,2014,Petrol
Bolan,640000,Suzuki,84000,2011,Petrol
Cultus VXR,1500000,Suzuki,35000,2012,Petrol
Smart,2500000,Mercedes,37000,2009,Petrol
Alto,2275000,Suzuki,32379,2020,Petrol
Every,2590000,Suzuki,137000,2018,Petrol
Sonata,11400000,Hyundai,15600,2022,Petrol
Margalla,415000,Suzuki,115000,1996,CNG
Civic Oriel,5300000,Honda,65000,2017,Petrol
Corrolla Altis,5450000,Toyota,63700,2018,Petrol
Cultus VXL,785000,Suzuki,123456,2007,Petrol
Carry,420000,Suzuki,1,1982,Petrol
Sunny,775000,Nissan,3000,1989,Petrol
Civic Oriel,4985000,Honda,56000,2017,Petrol
Wagon R,2095000,Suzuki,125000,2012,Petrol
City IDSI,1850000,Honda,78000,2006,Petrol
Passo,4000000,Toyota,65000,2019,Petrol
Hijet,1390000,Daihatsu,119000,2013,Petrol
Civic Prosmetic,2055000,Honda,144000,2007,Petrol
Yaris,4850000,Toyota,22000,2020,Petrol
Cultus VXR,1050000,Suzuki,122500,2010,Petrol
Karvaan,2800000,Changan,27000,2021,Petrol
M 825,1650000,Jeep,12000,1986,Diesel
Lancer,1150000,Mitsubishi,300000,2004,Petrol
Sportage,7400000,KIA,64000,2020,Petrol
Yaris,2150000,Toyota,150000,2007,Petrol
City Aspire,3600000,Honda,46000,2017,Petrol
Khyber,650000,Suzuki,288440,1992,Petrol
Dayz Highway Star,2150000,Nissan,110000,2013,Petrol
City IVTEC,3875000,Honda,19000,2019,Petrol
Civic Prosmetic,2800000,Honda,84500,2012,Petrol
Cultus VXR,1380000,Suzuki,93370,2013,Petrol
Cultus VXR,715000,Suzuki,58000,2007,Petrol
Civic Oriel,1450000,Honda,243000,2002,Petrol
X70,8395000,Proton,14000,2021,Petrol
Altis Grande,4250000,Toyota,94800,2016,Petrol
Corolla XLI,2495000,Toyota,85000,2009,Petrol
Passo,4000000,Toyota,78000,2019,Petrol
Civic VTi,1295000,Honda,117800,2003,Petrol
Ravi,1050000,Suzuki,62000,2014,Petrol
Civic Oriel,5900000,Honda,42000,2019,Petrol
Civic Oriel,4950000,Honda,75000,2017,Petrol
City Aspire,5550000,Honda,29000,2022,Petrol
Civic VTi Oriel Prosmatec,3450000,Honda,149000,2014,Petrol
Toppo,1200000,Mitsubishi,99999,2008,Petrol
Baleno,680000,Suzuki,30000,2000,Petrol
Corolla GLI,2550000,Toyota,149000,2012,Petrol
Mehran VXR,1150000,Suzuki,92000,2018,Petrol
Vitz,2545000,Toyota,81000,2012,Petrol
Khyber,550000,Suzuki,100000,2000,Petrol
Mira,1300000,Daihatsu,15009,2007,Petrol
Mehran VXR,760000,Suzuki,75000,2012,Petrol
FX,230000,Suzuki,12345,1987,Petrol
Corolla XE,650000,Toyota,12345,1994,Petrol
Mehran VXR,1150000,Suzuki,92000,2018,Petrol
Mehran VXR,535000,Suzuki,12345,2004,Petrol
Mehran VXR,625000,Suzuki,12345,2006,Petrol
Wagon R,1850000,Suzuki,45000,2018,Petrol
BR-V,5200000,Honda,56000,2018,Petrol
Civic Standard,5950000,Honda,54200,2018,Petrol
Wagon R,2260000,Suzuki,51000,2018,Petrol
Belta,2280000,Toyota,100000,2009,Petrol
Yaris,5200000,Toyota,18000,2020,Petrol
Passo,3600000,Toyota,43000,2018,Petrol
Picanto,3200000,KIA,17000,2021,Petrol
STONIC,5400000,KIA,16000,2022,Petrol
Corrolla Altis,3250000,Toyota,108000,2013,Petrol
Cultus VXR,1225000,Suzuki,123456,2013,Petrol
Civic EXi,750000,Honda,150000,1994,Petrol
Passo,2100000,Toyota,75658,2010,Petrol
AD Van,1165000,Nissan,150000,2006,Petrol
Alto,2850000,Suzuki,21000,2022,Petrol
Vitz,3350000,Toyota,53965,2015,Petrol
City IVTEC,3600000,Honda,84000,2018,Petrol
Civic VTi Oriel,5200000,Honda,158000,2017,Petrol
Grand Starex,7200000,Hyundai,42000,2020,Petrol
Mehran VXR,1200000,Suzuki,50000,2017,Petrol
Civic Standard,6250000,Honda,55000,2020,Petrol
Fit,3480000,Honda,126621,2014,Hybrid
Civic VTi Oriel Prosmatec,1600000,Honda,20000,2000,Petrol
Surf,3695000,Toyota,131500,1997,Diesel
C-HR,7450000,Toyota,53000,2017,Hybrid
Corolla GLI,1870000,Toyota,130000,2010,Petrol
Liana,1795000,Suzuki,111000,2014,Petrol
Civic Prosmetic,2800000,Honda,84500,2012,Petrol
Fit,3200000,Honda,110000,2016,Petrol
Civic Prosmetic,3500000,Honda,75,2015,Petrol
Rush,2750000,Toyota,85000,2007,Petrol
N One,2345000,Honda,95000,2016,Petrol
Cultus VXR,780000,Suzuki,163000,2007,Petrol
Vitz,4140000,Toyota,53300,2018,Petrol
Vezel,4650000,Honda,165000,2016,Hybrid
Mehran VXR,1185000,Suzuki,53000,2017,Petrol
Mira,2550000,Daihatsu,90000,2016,Petrol
Alsvin,4300000,Changan,41000,2022,Petrol
Yaris,5200000,Toyota,18000,2020,Petrol
Rush,3300000,Toyota,185000,2010,Petrol
Civic VTi Oriel Prosmatec,5000000,Honda,42000,2017,Petrol
Cultus VXR,945000,Suzuki,161000,2007,Petrol
City Aspire,3650000,Honda,85000,2016,Petrol
Corolla GLI,2195000,Toyota,190000,2010,Petrol
Cultus VXR,1400000,Suzuki,52000,2015,Petrol
Every,2295000,Suzuki,52000,2017,Petrol
Civic EXi,950000,Honda,123456,1996,Petrol
Cultus VXR,1140000,Suzuki,121000,2011,Petrol
BR-V,5500000,Honda,140000,2020,Petrol
Civic Oriel,5350000,Honda,60000,2019,Petrol
Bolan,1560000,Suzuki,85000,2020,Petrol
Alto,1990000,Suzuki,69000,2020,Petrol
City IVTEC,2265000,Honda,100000,2009,Petrol
Mehran VXR,1180000,Suzuki,70000,2017,Petrol
City IVTEC,3875000,Honda,19000,2019,Petrol
Prado,5500000,Toyota,184000,1997,Diesel
City Aspire,3040000,Honda,160000,2016,Petrol
Swift,650000,Suzuki,250000,1988,Petrol
Mehran VXR,1185000,Suzuki,53000,2017,Petrol
Alto,2885000,Suzuki,10000,2022,Petrol
Alto,2680000,Suzuki,10000,2022,Petrol
City Aspire,5550000,Honda,29000,2022,Petrol
City IDSI,675000,Honda,10000,1998,Petrol
City Aspire,4950000,Honda,18000,2021,Petrol
City IVTEC,2760000,Honda,102000,2015,Petrol
City IVTEC,2800000,Honda,49000,2013,Petrol
Corolla GLI,2800000,Toyota,123456,2015,Petrol
Prius,4850000,Toyota,80000,2012,Petrol
BR-V,5200000,Honda,56000,2018,Petrol
