Model,Price,Brand,Mileage,Year,Fuel
Corolla   XLi VVTi,2190000,Toyota,140000,2011,Petrol
Alto   G,1590000,Suzuki,85000,2007,Petrol
Corolla   Altis 1.6 X CVT-i,570000,Toyota,45000,2022,Petrol
Alto   VXL AGS,2830000,Suzuki,17000,2022,Petrol
Civic Rebirth  VTi Oriel Prosmatec 1.8 i-VTEC,41750000,Honda,82000,2015,Petrol
Mehran   VXR,30000,Suzuki,100000,1992,Petrol
Land Cruiser 80 Series  VX Limited 4.5,4950000,Toyota,146576,1993,Petrol
Civic 11th Generation  RS,100000,Honda,5500,2022,Petrol
Fit,440000,Honda,27000,2018,Petrol
Cultus   VXL,290000,Suzuki,44000,2018,Petrol
Passo   X G Package,3750000,Toyota,11000,2016,Petrol
Liana   LXi (CNG),120000,Suzuki,220000,2006,Petrol
Corolla   GLi 1.3 VVTi,360000,Toyota,120000,2018,Petrol
Corolla Fielder   Hybrid,490000,Toyota,86000,2015,Petrol
Moco   X Idling Stop,2190000,Nissan,80000,2014,Petrol
Sonata   2.5,11700000,Hyundai,50,2023,Petrol
HS   Essence,84750000,MG,2300,2023,Petrol
Alto   VXL AGS,2790000,Suzuki,51000,2021,Petrol
Hilux   Revo Rocco,15700000,Toyota,1400,2023,Diesel
A4   1.4 TFSI,15200000,Audi,63000,2019,Petrol
Tucson   AWD A/T Ultimate,820000,Hyundai,35000,2021,Petrol
Civic   Oriel 1.8 i-VTEC CVT,520000,Honda,83000,2018,Petrol
Cultus   VXL,23750000,Suzuki,50000,2017,Petrol
Alto   VXR,2280000,Suzuki,65000,2020,Petrol
Fortuner   2.7 VVTi,13400000,Toyota,71400,2019,Petrol
Corolla   GLi 1.3 VVTi,270000,Toyota,123,2013,Petrol
A5   1.4 TFSI Sportback,14200000,Audi,69000,2017,Petrol
CT200h   Version L,640000,Lexus,85000,2014,Hybrid
Hilux   Revo V Automatic 2.8,14100000,Toyota,10000,2022,Diesel
N Box   C,250000,Honda,83935,2016,Petrol
Santro   Club,8250000,Hyundai,1,2005,Petrol
Mehran   VX Euro II,12250000,Suzuki,81230,2017,Petrol
Corolla Indus  XE Limited,1250000,Toyota,250000,2001,Petrol
Passo   X,2050000,Toyota,155230,2007,Petrol
Vitz   F 1.0,420000,Toyota,66000,2022,Petrol
Cuore   CX Automatic,7250000,Daihatsu,800,2007,Petrol
Civic   Oriel 1.8 i-VTEC CVT,3720000,Honda,77364,2018,Petrol
D-Max   V-Cross Automatic 3.0,840000,Isuzu,148000,2019,Diesel
Mehran   VX,590000,Suzuki,45000,2005,Petrol
Cultus   Limited Edition,1550000,Suzuki,81000,2016,Petrol
Land Cruiser,210000,Toyota,110000,1984,Diesel
City 6th Generation  1.5L ASPIRE CVT,550000,Honda,3000,2022,Petrol
Yaris Hatchback,460000,Toyota,106000,2020,Petrol
Cultus   VXR,1050000,Suzuki,100000,2007,Petrol
Civic   Oriel 1.8 i-VTEC CVT,640000,Honda,63000,2021,Petrol
Civic   VTi 1.8 i-VTEC,3050000,Honda,80000,2014,Petrol
Hilux   Revo V Automatic 2.8,1400000,Toyota,7700,2022,Diesel
Civic   Oriel 1.8 i-VTEC CVT,580000,Honda,67000,2019,Petrol
Move   L SA 3,36750000,Daihatsu,31000,2020,Petrol
Corolla   Altis Grande CVT-i 1.8,44250000,Toyota,59232,2016,Petrol
City 6th Generation  1.2L CVT,4350000,Honda,35000,2021,Petrol
Land Cruiser 100 Series  Cygnus,10500000,Toyota,106912,2002,Petrol
Fortuner   TRD Sportivo,14200000,Toyota,24000,2020,Diesel
Civic Rebirth  VTi Oriel Prosmatec 1.8 i-VTEC,32750000,Honda,112000,2012,Petrol
Move   L,35950000,Daihatsu,69951,2019,Petrol
Move   L,35950000,Daihatsu,83465,2019,Petrol
Move   L,3650000,Daihatsu,23510,2019,Petrol
Mehran   VXR,550000,Suzuki,50000,2004,Petrol
Benz E Class   E200,1300000,Mercedes,64000,2014,Petrol
Corolla Fielder,740000,Toyota,41000,2020,Hybrid
Corolla   XLi VVTi,2650000,Toyota,76000,2009,Petrol
Corolla   Altis Automatic 1.6,35750000,Toyota,97000,2016,Petrol
Vezel   Hybrid Z,550000,Honda,88000,2015,Hybrid
Swift   DLX 1.3,190000,Suzuki,45000,2016,Petrol
Mehran   VXR Euro II,1250000,Suzuki,44367,2016,Petrol
Shehzore   Pickup H-100,21950000,Hyundai,458234,2006,Diesel
Mehran   VXR Euro II,120000,Suzuki,80000,2016,Petrol
Mehran   VX,850000,Suzuki,66000,2000,Petrol
Corolla   Altis Automatic 1.6,480000,Toyota,50914,2017,Petrol
Cultus   VXR,2780000,Suzuki,82000,2019,Petrol
Corolla   XLi VVTi Limited Edition,2350000,Toyota,100000,2010,Petrol
Hijet,1590000,Daihatsu,120000,2014,Petrol
Corolla   XLi VVTi,1590000,Toyota,176000,2008,Petrol
Tucson   AWD A/T Ultimate,7590000,Hyundai,46000,2020,Petrol
Wagon R   VXL,210000,Suzuki,99000,2016,Petrol
Cultus   VXR,880000,Suzuki,1,2006,CNG
Swift   GL CVT Limited Edition,430000,Suzuki,8000,2022,Petrol
Mehran   VXR Euro II,970000,Suzuki,1,2017,Petrol
Cultus,1070000,Suzuki,8000,2008,Petrol
Move   X,3850000,Daihatsu,22517,2019,Petrol
Every 11th Generation (JDM)  PC,24750000,Suzuki,127000,2016,Petrol
Every 11th Generation (JDM)  PC,27950000,Suzuki,143530,2017,Petrol
HS   1.5 Turbo,69950000,MG,29500,2021,Petrol
Wagon R   Hybrid FX,37950000,Suzuki,17583,2019,Hybrid
Wagon R   Hybrid FX,3850000,Suzuki,64085,2019,Hybrid
Wagon R   Hybrid FX,38950000,Suzuki,57878,2019,Hybrid
Fortuner   2.7 VVTi,12900000,Toyota,65000,2018,Petrol
Pajero   Exceed 3.5,3850000,Mitsubishi,125000,1996,Petrol
Corolla   Altis Grande CVT-i 1.8,4650000,Toyota,80000,2016,Petrol
Fortuner   2.8 Sigma 4,16900000,Toyota,24000,2021,Diesel
Wagon R   VXL,250000,Suzuki,46000,2019,Petrol
Mehran   VX,450000,Suzuki,25000,2005,Petrol
Wagon R   AGS,320000,Suzuki,27000,2021,Petrol
EK Custom   G,1930000,Mitsubishi,120000,2013,Petrol
City   i-DSI,1110000,Honda,146000,2004,Petrol
Swift   GL Manual,3690000,Suzuki,19000,2022,Petrol
Mehran   VXR,530000,Suzuki,158000,2006,Petrol
Yaris   ATIV X CVT 1.5,42750000,Toyota,45000,2021,Petrol
Corolla 9th Generation  SE Saloon,1470000,Toyota,120000,2004,Petrol
Prius   G Touring Selection Leather Package 1.8,390000,Toyota,172000,2010,Hybrid
Corolla   GLi Automatic 1.3 VVTi,5350000,Toyota,20000,2020,Petrol
Corolla   Altis Grande CVT-i 1.8,610000,Toyota,42500,2020,Petrol
Cultus   VXRi,780000,Suzuki,91000,2009,Petrol
Fortuner   2.7 VVTi,11100000,Toyota,90000,2017,Petrol
Wagon R   VXL,270000,Suzuki,22000,2021,Petrol
N One   G L Package,24750000,Honda,71000,2015,Petrol
Bravo   Base Grade,980000,United,35000,2019,Petrol
City   1.3 i-VTEC,3150000,Honda,62000,2018,Petrol
Cuore   CX Eco,6250000,Daihatsu,1,2006,Petrol
Civic   Oriel 1.8 i-VTEC CVT,56350000,Honda,70000,2019,Petrol
Corolla   Altis SR Cruisetronic 1.6,2950000,Toyota,120000,2013,Petrol
Alto   VXR,970000,Suzuki,259423,2008,Petrol
Corolla   DX Saloon,9950000,Toyota,325864,1985,CNG
Civic   Oriel 1.8 i-VTEC CVT,4630000,Honda,46270,2016,Petrol
Karvaan   Plus,26450000,Changan,24500,2022,Petrol
Every   PC,2850000,Suzuki,112783,2018,Petrol
Corolla   GLi Automatic 1.3 VVTi,4690000,Toyota,82000,2019,Petrol
Yaris   ATIV CVT 1.3,42250000,Toyota,27500,2021,Petrol
Cultus   Limited Edition,1750000,Suzuki,51000,2017,Petrol
Tucson   AWD A/T Ultimate,8550000,Hyundai,35000,2022,Petrol
City   1.5L ASPIRE CVT,5250000,Honda,45000,2022,Petrol
Swift   DLX 1.3,250000,Suzuki,82000,2019,Petrol
Alto   VXR,240000,Suzuki,30000,2021,Petrol
Belta   X Business A Package 1.3,220000,Toyota,135000,2007,Petrol
Civic Rebirth  VTi Oriel Prosmatec 1.8 i-VTEC,3450000,Honda,78000,2014,Petrol
Corolla   GLi Automatic 1.3 VVTi,34750000,Toyota,65000,2016,Petrol
Corolla   SE Limited,670000,Toyota,100000,1982,Petrol
Wagon R   VXL,17850000,Suzuki,77000,2015,Petrol
Alto,950000,Suzuki,101000,2012,Petrol
Mehran   VX (CNG),60000,Suzuki,75000,2003,Petrol
Wagon R,340000,Suzuki,8500,2020,Petrol
Corolla,10300000,Toyota,7000,2019,Hybrid
Corolla   XLi VVTi,2890000,Toyota,70000,2016,Petrol
City 5th Generation  Aspire Prosmatec 1.5 i-VTEC,420000,Honda,30000,2020,Petrol
Ravi   Euro II,11250000,Suzuki,9400,2017,Petrol
Corolla   GLi 1.3 VVTi,3650000,Toyota,101000,2017,Petrol
Mehran   VX,7350000,Suzuki,96000,2010,Petrol
Civic Rebirth  VTi Oriel Prosmatec 1.8 i-VTEC,4450000,Honda,59000,2015,Petrol
Margalla   GL Plus,60000,Suzuki,78500,1996,CNG
Civic Reborn  VTi Prosmatec 1.8 i-VTEC,17250000,Honda,135000,2007,Petrol
Civic   Oriel 1.8 i-VTEC CVT,560000,Honda,66000,2018,Petrol
Wagon R   VXL,230000,Suzuki,70000,2018,Petrol
Corolla   Altis X Automatic 1.6,600000,Toyota,29000,2022,Petrol
Bluebird Sylphy,2250000,Nissan,130000,2006,Petrol
Corolla   GLi 1.3,1450000,Toyota,88000,2008,Petrol
Vitz   F 1.0,300000,Toyota,120000,2014,Petrol
Swift   GLX CVT,4990000,Suzuki,50,2023,Petrol
Corolla   Altis Automatic 1.6,360000,Toyota,110000,2015,Petrol
Dayz   Highway star G,3580000,Nissan,21000,2019,Hybrid
Mira   L SA,2250000,Daihatsu,102000,2013,Petrol
Aqua   S,440000,Toyota,81000,2015,Hybrid
Civic   Oriel 1.8 i-VTEC CVT,4850000,Honda,135000,2017,Petrol
Move,27250000,Daihatsu,43000,2015,Petrol
City 6th Generation  1.2L CVT,47250000,Honda,11313,2022,Petrol
HS   Trophy,700000,MG,17000,2021,Petrol
Alto   VXR,260000,Suzuki,1200,2023,Petrol
Corolla   Altis X Automatic 1.6 Special Edition,680000,Toyota,16,2023,Petrol
Jolion   1.5T,8950000,Haval,10,2023,Petrol
Cultus   VXR,300000,Suzuki,44000,2021,Petrol
Civic   VTi Oriel 1.6,1130000,Honda,100000,2002,Petrol
Hijet   Special,19450000,Daihatsu,55110,2017,Petrol
Cultus   VXR,730000,Suzuki,1,2006,Petrol
Corolla   GLi Automatic 1.3 VVTi,400000,Toyota,66000,2017,Petrol
Alto   VXL AGS,2950000,Suzuki,33000,2022,Petrol
Passo   X G Package,3040000,Toyota,57000,2014,Petrol
Civic Reborn  VTi 1.8 i-VTEC,19350000,Honda,163000,2010,Petrol
Prius,490000,Toyota,120000,2014,Hybrid
City 5th Generation  1.3 i-VTEC,3550000,Honda,73000,2018,Petrol
Corolla   Altis SR Cruisetronic 1.6,38750000,Toyota,77000,2014,Petrol
Corolla   Altis Automatic 1.6,4950000,Toyota,65000,2019,Petrol
Wagon R,1850000,Suzuki,150000,2016,Petrol
Khyber,280000,Suzuki,35000,1989,Petrol
Corolla   Altis Automatic 1.6,4850000,Toyota,53800,2019,Petrol
Mehran   VXR Euro II,1420000,Suzuki,76000,2018,Petrol
City   i-DSI Vario,1750000,Honda,129355,2006,Petrol
Corolla   Altis X Automatic 1.6,6450000,Toyota,872,2022,Petrol
Lancer,1620000,Mitsubishi,200000,1994,Petrol
Mira   X SA lll,3450000,Daihatsu,16000,2020,Petrol
Prius   S Touring Selection 1.5,2740000,Toyota,128000,2007,Petrol
City   1.3 i-VTEC,210000,Honda,125000,2009,Petrol
Mirage,22850000,Mitsubishi,160000,2012,Petrol
City   1.3 i-VTEC Prosmatec,380000,Honda,87000,2018,Petrol
Civic   Oriel 1.8 i-VTEC CVT,560000,Honda,44000,2019,Petrol
HS   1.5 Turbo,810000,MG,10,2023,Petrol
HS   1.5 Turbo,70950000,MG,40000,2021,Petrol
Passo,1770000,Toyota,114915,2007,Petrol
H6   2.0T AWD,1100000,Haval,13000,2023,Petrol
Santro   Club GV,1050000,Hyundai,128000,2006,Petrol
Fortuner   Legender,20300000,Toyota,19,2023,Diesel
Vitz   F 1.0,48250000,Toyota,22000,2019,Petrol
Jimny,18250000,Suzuki,135000,2009,Petrol
e-tron   50 Quattro 230 kW,2700000,Audi,17000,2021,Electric
Vezel   e-HEV Z,8250000,Honda,38000,2023,Hybrid
H6   HEV,13200000,Haval,20,2023,Hybrid
Tucson   FWD A/T GLS Sport,850000,Hyundai,30,2023,Petrol
Civic Reborn  VTi Prosmatec 1.8 i-VTEC,200000,Honda,129000,2009,Petrol
Every Wagon   PZ Turbo Special,190000,Suzuki,154757,2015,Petrol
Benz E Class,250000,Mercedes,87000,1997,Petrol
Aqua   S,410000,Toyota,93000,2015,Hybrid
Corolla   GLi 1.3 VVTi,210000,Toyota,100000,2011,Petrol
Passo   X L Package,2120000,Toyota,145000,2012,Petrol
Mehran   VX,60000,Suzuki,22092,2007,Petrol
Civic Reborn  VTi Oriel 1.8 i-VTEC,280000,Honda,220000,2011,Petrol
Corolla   GLi Automatic 1.3 VVTi,440000,Toyota,86000,2018,Petrol
RX8   Rotary Engine 40TH Anniversary,270000,Mazda,60000,2007,Petrol
Mehran   VX (CNG),470000,Suzuki,60000,1999,Petrol
Alto   VXR,2470000,Suzuki,22100,2021,Petrol
Civic   Oriel 1.8 i-VTEC CVT,620000,Honda,58000,2020,Petrol
Civic Rebirth  VTi Oriel Prosmatec 1.8 i-VTEC,3350000,Honda,95000,2013,Petrol
Mehran   VX,690000,Suzuki,70000,2011,Petrol
Corolla   Altis 1.6 X CVT-i,630000,Toyota,8000,2022,Petrol
Cultus,160000,Suzuki,73300,2015,Petrol
Prius   PHV GR Sport,990000,Toyota,99000,2018,Hybrid
Corolla   GLi Automatic 1.3 VVTi,3850000,Toyota,48000,2017,Petrol
Vezel   e-HEV Play,16500000,Honda,500,2023,Hybrid
Wagon R   VXL,2790000,Suzuki,21000,2022,Petrol
Glory 580   Pro,5450000,DFSK,25000,2021,Petrol
Corolla   Altis Grande CVT-i 1.8,490000,Toyota,79680,2017,Petrol
Wagon R   VXL,230000,Suzuki,75547,2017,Petrol
3 Series   316i,8850000,BMW,82000,2016,Petrol
Land Cruiser   ZX,300000,Toyota,200000,2012,Petrol
Benz CLA Class,970000,Mercedes,71000,2013,Petrol
Corolla   GLi 1.3 VVTi Special Edition,400000,Toyota,73000,2018,Petrol
Corolla   Altis Grande X CVT-i 1.8 Black Interior,800000,Toyota,7000,2023,Petrol
Vezel   Hybrid Z,850000,Honda,34000,2018,Hybrid
Corolla   XLi VVTi,3150000,Toyota,96000,2014,Petrol
Swift   GL CVT Limited Edition,4850000,Suzuki,6500,2023,Petrol
Sportage   FWD,720000,KIA,37000,2021,Petrol
Civic   Oriel 1.8 i-VTEC CVT,500000,Honda,35000,2017,Petrol
Note   e-Power Nismo,550000,Nissan,62000,2019,Hybrid
HS   Trophy,770000,MG,11000,2021,Petrol
HS   1.5 Turbo,770000,MG,5000,2021,Petrol
BR-V   i-VTEC S,530000,Honda,22000,2021,Petrol
City 5th Generation  1.3 i-VTEC Prosmatec,3650000,Honda,43000,2018,Petrol
Civic   Oriel 1.8 i-VTEC CVT,48750000,Honda,71000,2017,Petrol
Alsvin   1.5L DCT Lumiere,400000,Changan,22000,2021,Petrol
Alsvin   1.5L DCT Lumiere,430000,Changan,12000,2022,Petrol
Accord   EX,1950000,Honda,76000,1996,Petrol
Accord   24TL,550000,Honda,67000,2012,Petrol
Corolla   Altis Grande X CVT-i 1.8 Beige Interior,7310000,Toyota,7900,2022,Petrol
Yaris   ATIV MT 1.3,420000,Toyota,13000,2022,Petrol
Corolla   GLi Automatic 1.3 VVTi,4050000,Toyota,37000,2017,Petrol
Fortuner   2.8 Sigma 4,1400000,Toyota,23000,2018,Diesel
Fortuner   GR-S,23500000,Toyota,1000,2023,Diesel
Corolla   Altis Grande CVT-i 1.8,410000,Toyota,53000,2015,Petrol
Corolla 9th Generation  GLi 1.3,1750000,Toyota,200000,2006,Petrol
Corolla   Altis X Automatic 1.6,630000,Toyota,4000,2022,Petrol
Corolla   GLi 1.3 VVTi,2850000,Toyota,66000,2017,Petrol
Corolla   SE Saloon,2150000,Toyota,112000,2004,Petrol
A6 4th (C7) Generation  1.8 TFSI,17500000,Audi,32000,2017,Petrol
Corolla   Altis Grande CVT-i 1.8,620000,Toyota,78700,2021,Petrol
Note   MEDALIST,520000,Nissan,10000,2019,Hybrid
Prius Alpha   G,390000,Toyota,62000,2012,Hybrid
Wagon R   Hybrid FZ,3980000,Suzuki,9000,2021,Hybrid
Mira   L,3550000,Daihatsu,42000,2020,Petrol
Land Cruiser,2450000,Toyota,100000,1987,Petrol
City   1.3 i-VTEC,220000,Honda,105000,2010,Petrol
Mira   X SA lll,3650000,Daihatsu,39000,2019,Petrol
Charade   DeTomaso,11250000,Daihatsu,91000,1986,Petrol
Prius   G Touring Selection Leather Package 1.8,390000,Toyota,110000,2011,Hybrid
Civic   EXi Prosmatec,1650000,Honda,221000,2002,Petrol
Bolan   Cargo Van Euro ll,1430000,Suzuki,58900,2018,Petrol
Benz E Class,300000,Mercedes,225000,1996,Petrol
City 5th Generation  1.3 i-VTEC,34750000,Honda,44000,2019,Petrol
City   Aspire Prosmatec 1.5 i-VTEC,410000,Honda,56000,2018,Petrol
Hiace   Up Spec 2.7,420000,Toyota,340000,2013,Petrol
Alto   VP,2390000,Suzuki,88000,2015,Petrol
Corolla   XE-G,170000,Toyota,150000,1999,Petrol
Corolla   GLi Automatic 1.6 VVTi,3350000,Toyota,125000,2013,Petrol
Cast   Style X,350000,Daihatsu,31000,2019,Petrol
Note   1.2E,4160000,Nissan,94500,2017,Hybrid
Prius   A Premium,850000,Toyota,59850,2017,Petrol
Elantra   GLS,6450000,Hyundai,33900,2021,Petrol
Vezel   Hybrid Z,530000,Honda,75,2015,Hybrid
Alto   VXR,25450000,Suzuki,20000,2021,Petrol
Cultus   VXRi,1250000,Suzuki,85000,2012,Petrol
Mehran   VX,660000,Suzuki,100000,2007,Petrol
Baleno   GTi 1.6,750000,Suzuki,10000,1999,Petrol
Corolla   Altis Automatic 1.6,370000,Toyota,82000,2016,Petrol
Civic   Oriel 1.8 i-VTEC CVT,560000,Honda,112000,2017,Petrol
Corolla   GLi 1.3 VVTi,3650000,Toyota,84000,2015,Petrol
Wagon R   FX,240000,Suzuki,141677,2014,Petrol
Civic Reborn  VTi Oriel Prosmatec 1.8 i-VTEC,20550000,Honda,144000,2007,Petrol
Swift   DLX Automatic 1.3 Navigation,3080000,Suzuki,48000,2018,Petrol
Wagon R   Hybrid FX,3450000,Suzuki,12000,2019,Hybrid
Cultus   Auto Gear Shift,3320000,Suzuki,59500,2020,Petrol
Alto   VXR,19950000,Suzuki,61000,2019,Petrol
Tucson   AWD A/T Ultimate,86950000,Hyundai,7000,2022,Petrol
Wagon R   VXL,2340000,Suzuki,70000,2018,Petrol
Accord   VTi 2.4,230000,Honda,145000,2005,Petrol
Cultus   VXL,230000,Suzuki,70000,2017,Petrol
Mira   L,3550000,Daihatsu,8918,2019,Petrol
Mira   X,36950000,Daihatsu,88782,2019,Petrol
Yaris   ATIV CVT 1.3,420000,Toyota,70000,2021,Petrol
Yaris   ATIV X CVT 1.5,5550000,Toyota,18000,2022,Petrol
Corolla   XLi VVTi,17950000,Toyota,250000,2009,Petrol
Civic Rebirth  VTi Oriel 1.8 i-VTEC,2650000,Honda,150000,2013,Petrol
Civic   VTi Oriel 1.8 i-VTEC,2040000,Honda,135000,2007,Petrol
Corolla   GLi Automatic 1.3 VVTi,420000,Toyota,80000,2017,Petrol
City   i-DSI,18250000,Honda,95000,2004,Petrol
Bolan   VX Euro II,870000,Suzuki,1,2013,Petrol
500 Series,620000,Hino,100000,1994,Diesel
City   1.2L CVT,4650000,Honda,32000,2022,Petrol
Cultus   VXL,270000,Suzuki,23200,2019,Petrol
Civic   Oriel 1.8 i-VTEC CVT,51250000,Honda,63000,2017,Petrol
Civic   Oriel 1.8 i-VTEC CVT,590000,Honda,42000,2017,Petrol
Corolla   SE,820000,Toyota,80000,1988,Petrol
Corolla   GLi 1.3 VVTi,250000,Toyota,160000,2012,Petrol
Alto   VXL AGS,2580000,Suzuki,48000,2020,Petrol
Alto,650000,Suzuki,7,2002,Petrol
Exclusive   LS 0.8,650000,Chevrolet,5550,2004,Petrol
City 5th Generation  1.3 i-VTEC Prosmatec,38750000,Honda,22000,2018,Petrol
Vitz   F 1.0,260000,Toyota,94112,2012,Petrol
Civic   Oriel 1.8 i-VTEC CVT,510000,Honda,58000,2018,Petrol
Corolla 9th Generation  GLi 1.3,1950000,Toyota,187000,2008,Petrol
Mehran   VX,550000,Suzuki,50000,2005,Petrol
Cultus   VXL,35750000,Suzuki,10000,2021,Petrol
Mira   X SA lll,3750000,Daihatsu,53858,2019,Petrol
City   1.3 i-VTEC Prosmatec,3850000,Honda,67000,2018,Petrol
Swift   GL CVT,440000,Suzuki,20000,2022,Petrol
Corolla   Altis Grande X CVT-i 1.8 Beige Interior,780000,Toyota,2035,2023,Petrol
Corolla   GLi Automatic 1.3 VVTi,440000,Toyota,41000,2016,Petrol
Every,24750000,Suzuki,60000,2019,Petrol
Yaris Hatchback   1.5L SE+,5250000,Toyota,24000,2020,Petrol
Alto   VXL AGS,2830000,Suzuki,33000,2022,Petrol
Corolla Axio   Hybrid 1.5,850000,Toyota,41200,2020,Petrol
Vezel,410000,Honda,98000,2014,Hybrid
Wagon R   VXL,2650000,Suzuki,21500,2021,Petrol
Corolla,280000,Toyota,135000,2006,Petrol
Corolla Axio   Luxel Alpha Edition 1.8,3450000,Toyota,140000,2007,Petrol
Swift   DLX Automatic 1.3 Navigation,2860000,Suzuki,82000,2019,Petrol
Corolla   Altis Automatic 1.6,370000,Toyota,75000,2016,Petrol
Pajero Mini,10350000,Mitsubishi,5000,2009,Petrol
Aqua   G LED Soft Leather Selection,3650000,Toyota,77000,2014,Hybrid
City,200000,Honda,200000,2006,Petrol
Alto   VXR,610000,Suzuki,132000,2006,Petrol
Cultus   VXLi (CNG),9250000,Suzuki,15000,2008,Petrol
Vitz   iLL 1.3,19250000,Toyota,165238,2008,Petrol
Prius,10700000,Toyota,111000,2019,Hybrid
Cultus   VXR,780000,Suzuki,70000,2007,Petrol
Accord   VTi 2.4,2390000,Honda,194000,2005,Petrol
Cultus   VXRi,9950000,Suzuki,82000,2007,Petrol
Civic   EXi Prosmatec,130000,Honda,110000,2005,Petrol
Bolan   VX (CNG),950000,Suzuki,60000,2012,Petrol
Pearl   MT,1120000,Prince,30000,2020,Petrol
City 5th Generation  Aspire 1.3 i-VTEC,2990000,Honda,112000,2015,Petrol
Tanto,1550000,Daihatsu,164000,2012,Petrol
Swift   DLX 1.3,150000,Suzuki,120000,2010,Petrol
7 Series   735i,400000,BMW,200000,2003,Petrol
Civic EK  EXi Automatic,1150000,Honda,90000,1996,Petrol
Prado   TX 2.7,1600000,Toyota,150000,2011,Petrol
City 6th Generation  1.5L CVT,47750000,Honda,26500,2021,Petrol
Vitz   F 1.0,420000,Toyota,39000,2019,Petrol
Yaris   ATIV X CVT 1.5,45450000,Toyota,26000,2021,Petrol
BR-V   i-VTEC S,5350000,Honda,27876,2021,Petrol
Corolla   GLi 1.3 VVTi Special Edition,37250000,Toyota,70000,2018,Petrol
Mira   LSA 3,33350000,Daihatsu,11000,2020,Petrol
Prado   TX 2.7,2600000,Toyota,18600,2017,Petrol
Civic   Turbo 1.5 VTEC CVT,48850000,Honda,85000,2016,Petrol
Corolla   GLi Automatic 1.3 VVTi,460000,Toyota,50000,2018,Petrol
Corolla   GLi Automatic 1.3 VVTi,480000,Toyota,41000,2019,Petrol
Swift   GLX CVT,4750000,Suzuki,10700,2022,Petrol
Mira   ES,2740000,Daihatsu,81000,2015,Petrol
Corolla   2.0D Special Edition,130000,Toyota,190000,1998,Diesel
Yaris   ATIV X MT 1.5,440000,Toyota,54000,2020,Petrol
City   1.3 i-VTEC,2150000,Honda,118000,2009,Petrol
Santro   Club GV,8160000,Hyundai,149999,2005,Petrol
Civic Rebirth  VTi Oriel Prosmatec 1.8 i-VTEC,3250000,Honda,101500,2013,Petrol
Corolla   GLi 1.3 VVTi,21250000,Toyota,200000,2010,Petrol
Alto   VXL AGS,2550000,Suzuki,130000,2020,Petrol
Yaris   ATIV X CVT 1.5,4420000,Toyota,23000,2020,Petrol
Exclusive   LS 0.8,630000,Chevrolet,25698,2005,CNG
Corolla   Altis Grande X CVT-i 1.8 Black Interior,7050000,Toyota,21200,2022,Petrol
Wagon R   VXL,1750000,Suzuki,65000,2016,Petrol
Revo,680000,Adam,175000,2016,Diesel
Sportage   FWD,710000,KIA,35000,2020,Petrol
Corolla   GLi Automatic 1.3 VVTi,450000,Toyota,106000,2015,Petrol
Civic   VTi Oriel 1.6,1320000,Honda,151000,1999,Petrol
Mira   ES,2450000,Daihatsu,80000,2015,Petrol
Alto   VXL AGS,25850000,Suzuki,49000,2020,Petrol
Civic   EXi,11350000,Honda,171231,2001,Petrol
Every 11th Generation (JDM)  Join Turbo,1650000,Suzuki,92865,2018,Petrol
City   i-DSI Vario,1790000,Honda,70000,2007,Petrol
Vitz   F 1.0,19750000,Toyota,103000,2008,Petrol
Corolla   Altis Automatic 1.6,45750000,Toyota,62247,2018,Petrol
Civic,5070000,Honda,66000,2018,Petrol
Alto   F,24650000,Suzuki,92000,2015,Petrol
Corolla   GLi 1.3 VVTi,250000,Toyota,89000,2013,Petrol
Moco   S,1620000,Nissan,85000,2012,Petrol
Yaris   ATIV CVT 1.3,4150000,Toyota,37000,2020,Petrol
Wagon R,2940000,Suzuki,9400,2022,Petrol
Corolla   Altis Grande X CVT-i 1.8 Black Interior,710000,Toyota,17000,2021,Petrol
City 5th Generation  1.3 i-VTEC,3250000,Honda,92000,2017,Petrol
Wagon R   Hybrid FX,34950000,Suzuki,30000,2020,Hybrid
Sportage   FWD,730000,KIA,24000,2020,Petrol
Vitz   F 1.0,20750000,Toyota,200000,2007,Petrol
Alto   L limited 40th anniversary edition,3850000,Suzuki,9500,2021,Petrol
Ravi,390000,Suzuki,123,1990,Petrol
Cultus   EURO II,13750000,Suzuki,83999,2013,Petrol
Santro   Club,760000,Hyundai,60000,2006,Petrol
Cultus   VXL,350000,Suzuki,20000,2021,Petrol
Mehran   VXR Euro II,1210000,Suzuki,55000,2018,Petrol
Corolla   GLi 1.3 VVTi,2050000,Toyota,250000,2010,Petrol
Prado   TX L Package 2.7,3200000,Toyota,26000,2018,Petrol
Cultus   VXR (CNG),7850000,Suzuki,5253,2006,Petrol
Corolla   XLi VVTi,2050000,Toyota,116000,2011,Petrol
City 5th Generation  1.3 i-VTEC,3650000,Honda,57000,2019,Petrol
Cultus   Euro II (CNG),1520000,Suzuki,90000,2015,Petrol
Corolla   XLi VVTi,1870000,Toyota,145000,2009,Petrol
Corolla   Altis Automatic 1.6,4950000,Toyota,74000,2020,Petrol
Mehran   VXR Euro II,1050000,Suzuki,75000,2018,Petrol
Corolla   Altis Automatic 1.6,3950000,Toyota,99447,2016,Petrol
Margalla   GLX,1970000,Suzuki,9800,1996,Petrol
Vezel   Hybrid RS Honda Sensing,86750000,Honda,40000,2018,Hybrid
Civic   VTi Prosmatec 1.6,14990000,Honda,123,2005,Petrol
