Model,Price,Brand,Mileage,Year,Fuel
251,0.0021380574221136223,39,0.03927003927003927,0.746031746031746,5
138,0.0021380574221136223,39,0.04999904999904999,0.7301587301587301,5
138,0.0021380574221136223,39,0.059999059999059995,0.7142857142857143,5
138,0.0021380574221136223,39,0.14999914999914998,0.746031746031746,0
251,0.0021380574221136223,39,0.011904011904011903,0.7936507936507936,5
251,0.0021380574221136223,39,0.001232001232001232,0.8253968253968254,5
6,0.0021380574221136223,30,0.000785000785000785,0.5238095238095238,5
100,0.0021380574221136223,15,7.000007000007e-06,0.5873015873015873,5
374,0.0021380574221136223,28,0.053468053468053466,0.5238095238095238,0
347,0.0021380574221136223,16,0.07235207235207233,0.746031746031746,5
142,0.0021380574221136223,9,0.10999910999910999,0.6984126984126984,5
33,0.0021380574221136223,39,0.10999910999910999,0.7619047619047619,5
33,0.0021380574221136223,39,0.271999271999272,0.7142857142857143,5
251,0.002443494196701283,39,0.055999055999056,0.7777777777777778,5
251,0.002443494196701283,39,0.12147512147512146,0.8095238095238095,5
142,0.002443494196701283,9,0.054999054999055,0.7142857142857143,5
51,0.002443494196701283,39,0.12345512345512344,0.6984126984126984,5
142,0.002443494196701283,9,0.09999909999909998,0.8253968253968254,5
92,0.002443494196701283,15,0.0,0.6666666666666666,5
251,0.002443494196701283,39,0.09399909399909398,0.873015873015873,5
251,0.002443494196701283,39,0.031927031927031925,0.8412698412698413,5
99,0.002443494196701283,15,0.18999918999918997,0.5079365079365079,5
64,0.002443494196701283,39,0.060999060999060994,0.8412698412698413,5
64,0.002443494196701283,39,0.0018780018780018778,0.7777777777777778,5
33,0.002443494196701283,39,0.07308607308607307,0.7777777777777778,5
251,0.002443494196701283,39,0.130999130999131,0.7301587301587301,5
138,0.002748930971288943,39,0.0957050957050957,0.746031746031746,5
121,0.002748930971288943,41,0.001233001233001233,0.4444444444444444,5
390,0.002748930971288943,5,0.01999901999902,0.9841269841269876,5
142,0.002748930971288943,9,0.14999914999914998,0.7301587301587301,5
33,0.002748930971288943,39,0.07899907899907899,0.8253968253968254,5
100,0.002748930971288943,15,0.19999919999919996,0.5873015873015873,5
209,0.002748930971288943,15,0.043999043999043995,0.9365079365079365,3
64,0.002748930971288943,39,0.009999009999009998,0.7936507936507936,5
374,0.002748930971288943,28,0.19999919999919996,0.5238095238095238,5
251,0.002748930971288943,39,0.07599907599907599,0.873015873015873,5
180,0.002748930971288943,41,0.061999061999061994,0.9047619047619048,5
101,0.002748930971288943,15,0.005499005499005498,0.9841269841269876,5
92,0.002748930971288943,15,0.00012200012200012198,0.6666666666666666,5
307,0.002748930971288943,41,0.14499914499914499,0.7142857142857143,1
251,0.002748930971288943,39,0.09299909299909298,0.8888888888888924,5
81,0.002748930971288943,10,0.00019900019900019898,0.9047619047619048,5
131,0.002748930971288943,41,0.23999923999923997,0.6507936507936508,1
251,0.002748930971288943,39,0.12199912199912198,0.8571428571428571,5
64,0.002748930971288943,39,0.052999052999053,0.8571428571428571,5
361,0.002748930971288943,21,0.006146006146006145,0.9841269841269876,5
60,0.002748930971288943,26,0.07999907999907999,0.38095238095238093,1
11,0.002748930971288943,1,0.01999901999902,0.9365079365079365,5
251,0.0030543677458766036,39,0.056999056999056996,0.8888888888888924,5
100,0.0030543677458766036,15,0.19388219388219385,0.6825396825396826,5
251,0.0030543677458766036,39,0.06499906499906499,0.8571428571428571,5
399,0.0030543677458766036,10,0.08699908699908698,0.9047619047619048,5
51,0.0030543677458766036,39,0.21499921499921498,0.7142857142857143,5
33,0.0030543677458766036,39,0.12164612164612162,0.8095238095238095,5
251,0.0030543677458766036,39,0.06999906999906999,0.8412698412698413,5
142,0.0030543677458766036,9,0.16999916999916997,0.7619047619047619,5
92,0.0030543677458766036,15,0.08499908499908498,0.6825396825396826,5
64,0.0030543677458766036,39,0.12345512345512344,0.8412698412698413,5
235,0.0030543677458766036,39,0.14536614536614534,0.7301587301587301,5
119,0.0030543677458766036,28,0.2561412561412561,0.8412698412698413,5
122,0.0030543677458766036,41,0.054999054999055,0.6984126984126984,5
119,0.0030543677458766036,28,0.10399910399910399,0.7936507936507936,5
251,0.0030543677458766036,39,0.050999050999051,0.9206349206349241,5
347,0.0030543677458766036,16,0.137999137999138,0.7142857142857143,5
92,0.0030543677458766036,15,0.19999919999919996,0.6666666666666666,5
33,0.0030543677458766036,39,0.15199915199915198,0.8095238095238095,5
234,0.0030543677458766036,39,0.11999911999911998,0.7301587301587301,5
251,0.0030543677458766036,39,0.04999904999904999,0.9047619047619048,5
100,0.003359804520464264,15,0.17799917799917797,0.6031746031746031,5
204,0.003359804520464264,41,0.24999924999925,0.38095238095238093,1
251,0.003359804520464264,39,0.06899906899906899,0.9047619047619048,5
251,0.003359804520464264,39,0.038999038999039,0.9047619047619048,5
347,0.003359804520464264,16,0.10219910219910218,0.746031746031746,5
251,0.003359804520464264,39,0.07399907399907399,0.8888888888888924,5
251,0.003359804520464264,39,0.07999907999907999,0.8888888888888924,5
251,0.003359804520464264,39,0.044999044999044994,0.873015873015873,5
251,0.003359804520464264,39,0.07927807927807927,0.9047619047619048,5
100,0.003359804520464264,15,0.11999911999911998,0.6349206349206349,5
33,0.003359804520464264,39,0.09699909699909698,0.8095238095238095,5
415,0.003359804520464264,10,0.23874523874523873,0.9206349206349241,5
235,0.003359804520464264,39,0.21999921999921998,0.7301587301587301,5
285,0.003359804520464264,27,0.09199909199909198,0.42857142857142855,1
33,0.003359804520464264,39,0.10848810848810847,0.8095238095238095,5
92,0.003359804520464264,15,0.07799907799907799,0.7142857142857143,5
251,0.003359804520464264,39,0.04999904999904999,0.9206349206349241,5
138,0.003359804520464264,39,0.06514306514306513,0.8412698412698413,5
138,0.003359804520464264,39,0.02024002024002024,0.7936507936507936,5
220,0.003359804520464264,39,0.14999914999914998,0.746031746031746,5
100,0.003665241295051924,15,0.19999919999919996,0.7301587301587301,5
238,0.003665241295051924,20,0.024999024999024996,0.47619047619047616,5
122,0.003665241295051924,41,0.18999918999918997,0.6031746031746031,1
229,0.003665241295051924,27,0.15899915899915898,0.7142857142857143,5
235,0.003665241295051924,39,0.11999911999911998,0.7619047619047619,5
64,0.003665241295051924,39,0.08499908499908498,0.9047619047619048,5
100,0.003665241295051924,15,0.10999910999910999,0.7142857142857143,5
251,0.003665241295051924,39,0.034999034999035,0.9206349206349241,5
347,0.003665241295051924,16,0.11199911199911199,0.7301587301587301,5
122,0.003665241295051924,41,0.04999904999904999,0.6190476190476191,5
375,0.003665241295051924,28,0.06999906999906999,0.6984126984126984,5
251,0.003665241295051924,39,0.059999059999059995,0.9206349206349241,5
122,0.003665241295051924,41,0.17699917699917697,0.5555555555555556,5
33,0.003665241295051924,39,0.16199916199916198,0.7936507936507936,5
251,0.003665241295051924,39,0.051999051999052,0.9365079365079365,5
92,0.003665241295051924,15,0.19999919999919996,0.7301587301587301,5
100,0.003665241295051924,15,0.16999916999916997,0.6984126984126984,5
285,0.003665241295051924,27,0.00018400018400018399,0.4126984126984127,1
100,0.003665241295051924,15,0.18799918799918797,0.6666666666666666,5
92,0.003665241295051924,15,0.19999919999919996,0.6507936507936508,5
251,0.003665241295051924,39,0.08899908899908898,0.9206349206349241,5
277,0.003665241295051924,6,0.12345512345512344,0.7142857142857143,5
251,0.003665241295051924,39,0.04642304642304642,0.9206349206349241,5
64,0.003665241295051924,39,0.09304309304309302,0.8888888888888924,5
100,0.003665241295051924,15,0.1854221854221854,0.6507936507936508,5
124,0.003970678069639584,41,0.09999909999909998,0.7142857142857143,5
122,0.003970678069639584,41,0.16499916499916498,0.4444444444444444,5
138,0.003970678069639584,39,0.029067029067029064,0.8412698412698413,5
202,0.003970678069639584,9,0.2263202263202263,0.8095238095238095,5
283,0.003970678069639584,28,0.09999909999909998,0.746031746031746,5
229,0.003970678069639584,27,0.09999909999909998,0.7142857142857143,5
105,0.003970678069639584,15,0.14499914499914499,0.7142857142857143,5
251,0.003970678069639584,39,0.032999032999033,0.9365079365079365,5
121,0.003970678069639584,41,0.20099920099920096,0.5555555555555556,5
219,0.003970678069639584,4,0.025999025999026,0.9682539682539683,5
374,0.003970678069639584,28,0.16535616535616535,0.7301587301587301,5
64,0.003970678069639584,39,0.09757809757809756,0.9047619047619048,5
251,0.003970678069639584,39,0.034999034999035,0.9206349206349241,5
204,0.003970678069639584,41,0.24999924999925,0.5238095238095238,1
257,0.003970678069639584,9,0.08699908699908698,0.7301587301587301,5
64,0.003970678069639584,39,0.127999127999128,0.9047619047619048,5
251,0.003970678069639584,39,0.062999062999063,0.8888888888888924,5
33,0.003970678069639584,39,0.09989109989109987,0.7777777777777778,5
406,0.003970678069639584,41,0.124999124999125,0.6190476190476191,5
138,0.003970678069639584,39,0.12099912099912098,0.8571428571428571,5
100,0.003970678069639584,15,0.28552028552028547,0.6984126984126984,5
33,0.004276114844227245,39,1.2000012000011999e-05,0.5396825396825397,5
379,0.004276114844227245,39,0.11999911999911998,0.7936507936507936,5
138,0.004276114844227245,39,0.10899910899910899,0.873015873015873,5
92,0.004276114844227245,15,0.356999356999357,0.7142857142857143,5
234,0.004276114844227245,39,0.006999006999006998,0.7777777777777778,5
121,0.004276114844227245,41,0.036999036999037,0.25396825396825395,5
138,0.004276114844227245,39,0.07999907999907999,0.8571428571428571,5
105,0.004276114844227245,15,0.17499917499917497,0.7142857142857143,5
138,0.004276114844227245,39,0.09499909499909498,0.8571428571428571,5
103,0.004276114844227245,15,0.2677212677212677,0.5714285714285714,5
64,0.004276114844227245,39,0.05084105084105084,0.9206349206349241,5
229,0.004276114844227245,27,0.21678621678621676,0.746031746031746,5
293,0.004276114844227245,32,0.007999007999007999,0.9841269841269876,5
124,0.004276114844227245,41,0.17299917299917297,0.7301587301587301,5
105,0.004276114844227245,15,0.16999916999916997,0.7142857142857143,5
301,0.004276114844227245,41,0.09999909999909998,0.6349206349206349,5
138,0.004276114844227245,39,0.04899904899904899,0.8571428571428571,5
92,0.004276114844227245,15,0.17999917999917997,0.6984126984126984,5
251,0.004276114844227245,39,0.016799016799016797,0.9047619047619048,5
229,0.004276114844227245,27,0.21060621060621057,0.6984126984126984,5
138,0.004276114844227245,39,0.1111101111101111,0.8571428571428571,5
124,0.004276114844227245,41,0.22999922999922998,0.746031746031746,5
33,0.004276114844227245,39,0.203999203999204,0.746031746031746,5
138,0.004276114844227245,39,0.08084008084008083,0.9047619047619048,5
367,0.004276114844227245,36,0.21999921999921998,0.7142857142857143,1
105,0.004276114844227245,15,0.14999914999914998,0.7142857142857143,5
51,0.004276114844227245,39,0.07499907499907499,0.7301587301587301,5
138,0.004276114844227245,39,0.0487990487990488,0.873015873015873,5
105,0.004276114844227245,15,0.142999142999143,0.7142857142857143,5
121,0.004276114844227245,41,0.14999914999914998,0.3492063492063492,5
138,0.004276114844227245,39,0.09899909899909898,0.8571428571428571,5
202,0.004276114844227245,9,0.09299909299909298,0.8412698412698413,5
379,0.004581551618814904,39,0.16499916499916498,0.8412698412698413,5
122,0.004581551618814904,41,0.012344012344012343,0.5238095238095238,5
281,0.004581551618814904,41,0.09799909799909798,0.6984126984126984,5
251,0.004581551618814904,39,0.0354990354990355,0.9206349206349241,5
92,0.004581551618814904,15,0.09299909299909298,0.7301587301587301,5
137,0.004581551618814904,39,0.07329907329907329,0.873015873015873,5
92,0.004581551618814904,15,0.21499921499921498,0.7301587301587301,5
92,0.004581551618814904,15,0.11999911999911998,0.7301587301587301,5
257,0.004581551618814904,9,0.21949921949921947,0.7777777777777778,5
92,0.004581551618814904,15,0.09999909999909998,0.7619047619047619,5
100,0.004581551618814904,15,0.19999919999919996,0.7301587301587301,5
236,0.004581551618814904,15,0.09299909299909298,0.7777777777777778,5
171,0.004581551618814904,39,0.09999909999909998,0.4444444444444444,5
229,0.004581551618814904,27,0.19999919999919996,0.7142857142857143,5
251,0.004581551618814904,39,0.034999034999035,0.9365079365079365,5
400,0.004581551618814904,15,0.09999909999909998,0.9365079365079365,5
92,0.004581551618814904,15,0.124999124999125,0.6984126984126984,5
211,0.004581551618814904,39,0.09999909999909998,0.6984126984126984,5
92,0.004581551618814904,15,0.10999910999910999,0.7301587301587301,5
33,0.004581551618814904,39,0.11999911999911998,0.7619047619047619,5
234,0.004581551618814904,39,0.11729911729911728,0.7619047619047619,5
100,0.004581551618814904,15,0.19499919499919496,0.6984126984126984,5
105,0.004581551618814904,15,0.045851045851045845,0.7301587301587301,5
379,0.004581551618814904,39,0.09299909299909298,0.8253968253968254,5
393,0.004886988393402565,41,0.15699915699915698,0.7619047619047619,5
378,0.004886988393402565,39,0.1883121883121883,0.8571428571428571,5
92,0.004886988393402565,15,1.000001000001e-06,0.7142857142857143,5
100,0.004886988393402565,15,0.09099909099909098,0.6190476190476191,5
92,0.004886988393402565,15,0.28999928999929,0.7301587301587301,5
301,0.004886988393402565,41,0.0,0.7142857142857143,5
92,0.004886988393402565,15,0.14999914999914998,0.7619047619047619,5
92,0.004886988393402565,15,0.14999914999914998,0.746031746031746,5
138,0.004886988393402565,39,0.131999131999132,0.8888888888888924,5
54,0.004886988393402565,41,0.16499916499916498,0.7301587301587301,5
124,0.004886988393402565,41,0.14999914999914998,0.7142857142857143,5
264,0.004886988393402565,9,0.14999914999914998,0.8571428571428571,5
122,0.004886988393402565,41,0.14999914999914998,0.7301587301587301,1
410,0.004886988393402565,39,0.11599911599911598,0.8571428571428571,5
379,0.004886988393402565,39,0.09152809152809151,0.8412698412698413,5
122,0.004886988393402565,41,0.14999914999914998,0.6190476190476191,5
64,0.004886988393402565,39,0.04002304002304002,0.9365079365079365,5
154,0.004886988393402565,27,0.1433051433051433,0.8095238095238095,5
92,0.004886988393402565,15,0.09157509157509156,0.7301587301587301,5
33,0.004886988393402565,39,0.16499916499916498,0.7619047619047619,5
138,0.004886988393402565,39,0.131999131999132,0.8412698412698413,5
379,0.004886988393402565,39,0.07199907199907199,0.8095238095238095,5
105,0.004886988393402565,15,0.24688924688924685,0.6984126984126984,5
124,0.0051924251679902255,41,0.12016812016812015,0.6825396825396826,5
211,0.0051924251679902255,39,0.1111101111101111,0.7619047619047619,5
122,0.0051924251679902255,41,0.007736007736007735,0.5396825396825397,5
263,0.0051924251679902255,9,0.10099910099910098,0.8888888888888924,5
259,0.0051924251679902255,27,0.00012200012200012198,0.8253968253968254,5
111,0.0051924251679902255,15,0.09999909999909998,0.746031746031746,5
122,0.0051924251679902255,41,0.28999928999929,0.7301587301587301,5
199,0.0051924251679902255,41,0.39999939999939993,0.5714285714285714,4
229,0.0051924251679902255,27,0.17999917999917997,0.7301587301587301,5
410,0.0051924251679902255,39,0.19999919999919996,0.9206349206349241,5
122,0.0051924251679902255,41,0.14999914999914998,0.7619047619047619,1
32,0.0051924251679902255,39,0.044999044999044994,0.6666666666666666,5
379,0.0051924251679902255,39,0.20956120956120952,0.8571428571428571,5
301,0.0051924251679902255,41,0.09999909999909998,0.6507936507936508,5
91,0.0051924251679902255,15,0.31199931199931197,0.7142857142857143,5
64,0.0051924251679902255,39,0.009499009499009498,0.9682539682539683,5
356,0.0051924251679902255,39,0.09199909199909198,0.8095238095238095,5
44,0.0051924251679902255,41,0.11707611707611706,0.746031746031746,5
171,0.0051924251679902255,39,0.08499908499908498,0.4126984126984127,5
124,0.0051924251679902255,41,0.21818721818721817,0.7301587301587301,5
293,0.0051924251679902255,32,0.0014820014820014818,0.9841269841269876,5
92,0.0051924251679902255,15,0.5999995999996,0.7619047619047619,5
406,0.0051924251679902255,41,0.000101000101000101,0.6825396825396826,5
138,0.0051924251679902255,39,0.055002055002054996,0.8888888888888924,5
100,0.0051924251679902255,15,0.16499916499916498,0.746031746031746,5
91,0.0051924251679902255,15,0.10099910099910098,0.746031746031746,5
379,0.005497861942577885,39,0.044999044999044994,0.8888888888888924,5
124,0.005497861942577885,41,0.3456473456473456,0.746031746031746,5
412,0.005497861942577885,28,0.142999142999143,0.746031746031746,5
378,0.005497861942577885,39,0.1121181121181121,0.746031746031746,5
124,0.005497861942577885,41,0.19999919999919996,0.746031746031746,5
138,0.005497861942577885,39,0.08899908899908898,0.8888888888888924,5
413,0.005497861942577885,28,0.14909314909314908,0.746031746031746,5
406,0.005497861942577885,41,0.10599910599910599,0.7619047619047619,5
410,0.005497861942577885,39,0.10175310175310173,0.8253968253968254,5
111,0.005497861942577885,15,0.10999910999910999,0.7619047619047619,5
165,0.005497861942577885,39,0.15475615475615473,0.873015873015873,5
64,0.005497861942577885,39,0.026144026144026142,0.9682539682539683,5
64,0.005497861942577885,39,0.009999009999009998,0.9682539682539683,5
282,0.005497861942577885,28,0.13999913999914,0.8095238095238095,5
410,0.005497861942577885,39,0.13669113669113667,0.9047619047619048,5
290,0.005497861942577885,41,0.124999124999125,0.7936507936507936,5
118,0.005497861942577885,28,0.059999059999059995,0.8888888888888924,5
92,0.005497861942577885,15,0.1587281587281587,0.7301587301587301,5
410,0.005497861942577885,39,0.08512308512308511,0.9047619047619048,5
21,0.005497861942577885,15,0.138999138999139,0.6984126984126984,5
421,0.005497861942577885,41,0.0029990029990029986,0.746031746031746,5
231,0.005803298717165546,41,0.09499909499909498,0.7777777777777778,5
338,0.005803298717165546,34,0.11499911499911498,0.7936507936507936,5
257,0.005803298717165546,9,0.124999124999125,0.8253968253968254,5
138,0.005803298717165546,39,0.06724806724806724,0.8571428571428571,5
242,0.005803298717165546,39,0.052999052999053,0.8412698412698413,5
257,0.005803298717165546,9,0.124999124999125,0.8095238095238095,5
121,0.005803298717165546,41,0.19999919999919996,0.7936507936507936,5
122,0.005803298717165546,41,0.17749917749917749,0.7936507936507936,5
91,0.005803298717165546,15,0.19999919999919996,0.7301587301587301,5
55,0.005803298717165546,26,0.008999008999008998,0.9365079365079365,5
379,0.005803298717165546,39,0.05982205982205982,0.9047619047619048,5
100,0.005803298717165546,15,0.12399912399912398,0.746031746031746,5
93,0.005803298717165546,15,0.09999909999909998,0.7936507936507936,5
122,0.005803298717165546,41,0.14999914999914998,0.5396825396825397,5
257,0.005803298717165546,9,0.13749813749813747,0.8412698412698413,5
164,0.005803298717165546,39,0.06999906999906999,0.9047619047619048,5
379,0.005803298717165546,39,0.19999919999919996,0.8571428571428571,5
92,0.005803298717165546,15,0.2226262226262226,0.746031746031746,5
406,0.005803298717165546,41,0.09999909999909998,0.6825396825396826,5
290,0.005803298717165546,41,0.134999134999135,0.7936507936507936,5
111,0.005803298717165546,15,0.263999263999264,0.7301587301587301,5
406,0.005803298717165546,41,0.13758813758813757,0.746031746031746,5
32,0.005803298717165546,39,0.11399911399911399,0.8571428571428571,5
57,0.005803298717165546,26,0.12345512345512344,0.5396825396825397,1
323,0.005803298717165546,41,0.17999917999917997,0.7619047619047619,5
237,0.005803298717165546,41,0.24799524799524797,0.7777777777777778,5
428,0.005803298717165546,15,0.09399909399909398,0.8571428571428571,5
122,0.005803298717165546,41,0.26006126006126,0.7619047619047619,5
111,0.005803298717165546,15,0.128999128999129,0.7777777777777778,5
111,0.005803298717165546,15,0.19999919999919996,0.7619047619047619,5
202,0.005803298717165546,9,0.1491031491031491,0.873015873015873,5
100,0.005803298717165546,15,0.09299909299909298,0.7777777777777778,5
410,0.005803298717165546,39,0.0667030667030667,0.9206349206349241,5
180,0.005803298717165546,41,0.005727005727005726,1.0,1
264,0.005803298717165546,9,0.08499908499908498,0.8253968253968254,5
122,0.005803298717165546,41,0.09599909599909598,0.8412698412698413,5
122,0.005803298717165546,41,0.1451271451271451,0.7936507936507936,5
33,0.006108735491753206,39,0.04646304646304646,0.9365079365079365,5
164,0.006108735491753206,39,0.06999906999906999,0.9365079365079365,5
122,0.006108735491753206,41,0.08299908299908298,0.7936507936507936,5
33,0.006108735491753206,39,0.042499042499042496,0.9523809523809559,5
174,0.006108735491753206,15,0.10099910099910098,0.7619047619047619,5
63,0.006108735491753206,39,0.004999004999004998,1.0,5
145,0.006108735491753206,28,0.10038110038110036,0.873015873015873,5
131,0.006108735491753206,41,0.14899914899914898,0.6190476190476191,5
122,0.006108735491753206,41,0.12345512345512344,0.7301587301587301,5
264,0.006108735491753206,9,0.08199908199908199,0.8253968253968254,5
287,0.006108735491753206,27,0.037999037999038,0.7777777777777778,5
230,0.006108735491753206,41,0.10999910999910999,0.38095238095238093,1
379,0.006108735491753206,39,0.046999046999046994,0.9206349206349241,5
257,0.006108735491753206,9,0.09699909699909698,0.8412698412698413,5
122,0.006108735491753206,41,0.09999909999909998,0.8095238095238095,5
379,0.006108735491753206,39,0.07299907299907299,0.8412698412698413,5
92,0.006108735491753206,15,0.15699915699915698,0.7301587301587301,5
378,0.006108735491753206,39,0.134999134999135,0.9047619047619048,5
410,0.006108735491753206,39,0.07584007584007582,0.9365079365079365,5
410,0.006108735491753206,39,0.0647070647070647,0.9206349206349241,5
379,0.006108735491753206,39,0.10099910099910098,0.8412698412698413,5
257,0.006108735491753206,9,0.17599917599917597,0.8571428571428571,5
92,0.006108735491753206,15,0.124999124999125,0.7777777777777778,5
410,0.006108735491753206,39,0.09899909899909898,0.8888888888888924,5
93,0.006108735491753206,15,0.1092101092101092,0.8095238095238095,5
92,0.006108735491753206,15,0.17559917559917557,0.746031746031746,5
33,0.006108735491753206,39,0.040150040150040145,0.9365079365079365,5
121,0.006108735491753206,41,0.09999909999909998,0.7936507936507936,5
54,0.006108735491753206,41,0.17099917099917097,0.7301587301587301,5
122,0.006108735491753206,41,0.14499914499914499,0.8095238095238095,5
138,0.006108735491753206,39,0.18699918699918697,0.9206349206349241,5
410,0.006414172266340867,39,0.06999906999906999,0.9047619047619048,5
289,0.006414172266340867,41,0.141999141999142,0.7936507936507936,5
410,0.006414172266340867,39,0.1183191183191183,0.873015873015873,5
111,0.006414172266340867,15,0.18799918799918797,0.7777777777777778,5
290,0.006414172266340867,41,0.06622906622906621,0.8412698412698413,5
93,0.006414172266340867,15,0.2999992999993,0.7936507936507936,5
92,0.006414172266340867,15,0.10499910499910499,0.7936507936507936,5
406,0.006414172266340867,41,0.26999926999927,0.8095238095238095,5
145,0.006414172266340867,28,0.09504609504609503,0.8571428571428571,5
410,0.006414172266340867,39,0.15795315795315792,0.9206349206349241,5
285,0.006414172266340867,27,0.14999914999914998,0.5396825396825397,5
410,0.006414172266340867,39,0.1357211357211357,0.9365079365079365,5
332,0.006414172266340867,9,0.024999024999024996,0.5396825396825397,5
122,0.006414172266340867,41,0.20999920999920998,0.8095238095238095,5
76,0.006414172266340867,41,0.2999992999993,0.7301587301587301,5
93,0.006414172266340867,15,0.19499919499919496,0.8571428571428571,5
406,0.006414172266340867,41,0.09999909999909998,0.7777777777777778,5
410,0.006414172266340867,39,0.08499908499908498,0.9206349206349241,5
64,0.006414172266340867,39,0.0024990024990024988,1.0,5
261,0.006414172266340867,28,0.1626231626231626,0.8412698412698413,5
33,0.006414172266340867,39,0.01999901999902,0.9523809523809559,5
111,0.006414172266340867,15,0.09399909399909398,0.7936507936507936,5
111,0.006414172266340867,15,0.15999915999915998,0.746031746031746,5
257,0.006414172266340867,9,0.19999919999919996,0.8253968253968254,5
70,0.006414172266340867,20,0.000499000499000499,0.3492063492063492,5
122,0.006414172266340867,41,0.09999909999909998,0.6825396825396826,5
93,0.006414172266340867,15,0.18849918849918848,0.7777777777777778,5
54,0.006414172266340867,41,0.134999134999135,0.746031746031746,5
122,0.006414172266340867,41,0.15499915499915498,0.7777777777777778,5
410,0.006414172266340867,39,0.07313807313807312,0.9365079365079365,5
257,0.006414172266340867,9,0.128027128027128,0.8571428571428571,5
33,0.006414172266340867,39,0.021999021999021998,0.9682539682539683,5
257,0.006414172266340867,9,0.04411304411304411,0.8571428571428571,5
122,0.006414172266340867,41,0.27999927999928,0.8253968253968254,5
87,0.006566890653634696,9,0.025799025799025797,0.5555555555555556,5
